"Reporter.Name"	"allData.replica1"	"allData.replica2"
"20624"	"tcruzi-10754"	29670.91	22584.92
"20627"	"tcruzi-10757"	28002.8	22962.55
"29784"	"tcruzi-19914"	33349	27112.35
"54630"	"tcruzi-44760"	33471.7	24804.25
"54667"	"tcruzi-44797"	35019.29	28484.06
"54669"	"tcruzi-44799"	39937.42	26418.6
"58799"	"tcruzi-48929"	30817.63	24063.7
"93031"	"tcruzi-83161"	37560.88	26940.38
"93035"	"tcruzi-83165"	38293.2	28683.07
"93036"	"tcruzi-83166"	36492.67	28204.68
"93037"	"tcruzi-83167"	34461	25573.39
"101633"	"tcruzi-91763"	33014.36	27119.33
"101642"	"tcruzi-91772"	30162.69	25129.96
"114065"	"tcruzi-104195"	29503.16	22841.7
"114069"	"tcruzi-104199"	31733.67	24226.62
"114071"	"tcruzi-104201"	30910.74	25749.07
"147879"	"tcruzi-138009"	25355.19	23683.68
"148392"	"tcruzi-138522"	29380.88	24032.82
"148395"	"tcruzi-138525"	30088.18	27263.85
"198629"	"tcruzi-188759"	34480.23	26157.93
"201635"	"tcruzi-191765"	41055.2	27303.51
"201639"	"tcruzi-191769"	37814.65	25861.93
"201640"	"tcruzi-191770"	33291.21	25926.86
"207533"	"tcruzi-197663"	36073.49	26906.01
"207536"	"tcruzi-197666"	35254.78	25455.17
"207537"	"tcruzi-197667"	33387.62	25685.43
"208007"	"tcruzi-198137"	35097.92	26621.21
"208010"	"tcruzi-198140"	34922.39	26935.37
"208011"	"tcruzi-198141"	33049.88	25378.57
"211983"	"tcruzi-202113"	35663.07	25896.28
"224171"	"tcruzi-214301"	33938.21	26852.69
"241302"	"tcruzi-231432"	29447.6	24105.31
"263876"	"tcruzi-254006"	36360.93	26348.97
"328349"	"tcruzi-mutagenesis-scan-314"	31342.44	24646.64
"329582"	"tcruzi-mutagenesis-scan-1547"	32178.6	24466.67
"330700"	"tcruzi-mutagenesis-scan-2665"	39720.66	26769.96
"330701"	"tcruzi-mutagenesis-scan-2666"	36990.86	29302.66
"330792"	"tcruzi-mutagenesis-scan-2757"	24084.19	18577.67
"330827"	"tcruzi-mutagenesis-scan-2792"	27308.57	20911.96
"330829"	"tcruzi-mutagenesis-scan-2794"	28570.83	23831.51
"330830"	"tcruzi-mutagenesis-scan-2795"	28223.89	22532.69
"330831"	"tcruzi-mutagenesis-scan-2796"	16085.97	13132.42
"330832"	"tcruzi-mutagenesis-scan-2797"	24726.66	18748.12
"330833"	"tcruzi-mutagenesis-scan-2798"	21386.23	19039.4
"330834"	"tcruzi-mutagenesis-scan-2799"	29023.99	20934.88
"330835"	"tcruzi-mutagenesis-scan-2800"	1186.66	872.67
"330836"	"tcruzi-mutagenesis-scan-2801"	623.57	497.45
"330837"	"tcruzi-mutagenesis-scan-2802"	4542.48	3927.7
"330838"	"tcruzi-mutagenesis-scan-2803"	19761.81	14418.68
"330839"	"tcruzi-mutagenesis-scan-2804"	10376.99	9103.55
"331106"	"tcruzi-mutagenesis-scan-3071"	33230.11	25489.08
"331107"	"tcruzi-mutagenesis-scan-3072"	33273.03	24209.24
"331705"	"tcruzi-mutagenesis-scan-3670"	29130.09	22914.59
"332770"	"tcruzi-mutagenesis-scan-4735"	33237.43	25885.4
"332982"	"tcruzi-mutagenesis-scan-4947"	35829.26	27457.82
"332983"	"tcruzi-mutagenesis-scan-4948"	30850.33	24035.74
"332987"	"tcruzi-mutagenesis-scan-4952"	33731.36	25723.27
"332988"	"tcruzi-mutagenesis-scan-4953"	32592.81	27116.44
"333436"	"tcruzi-mutagenesis-scan-5401"	32475.8	24872.63
"333437"	"tcruzi-mutagenesis-scan-5402"	31010.47	22801.13
"333834"	"tcruzi-mutagenesis-scan-5799"	24595.89	21900.69
"334221"	"tcruzi-mutagenesis-scan-6186"	34960.32	21725.31
"336209"	"tcruzi-mutagenesis-scan-8174"	30691.6	25241
"336210"	"tcruzi-mutagenesis-scan-8175"	28523.95	21809.43
"336700"	"tcruzi-mutagenesis-scan-8665"	32623.11	25958.96
"336714"	"tcruzi-mutagenesis-scan-8679"	34051.98	25378.49
"336715"	"tcruzi-mutagenesis-scan-8680"	27040.54	23404.8
"336716"	"tcruzi-mutagenesis-scan-8681"	31097.51	23576.33
"336717"	"tcruzi-mutagenesis-scan-8682"	31470.25	22898.04
"336718"	"tcruzi-mutagenesis-scan-8683"	36651.67	25635.75
"336719"	"tcruzi-mutagenesis-scan-8684"	4521.29	3303.48
"336720"	"tcruzi-mutagenesis-scan-8685"	1353.35	772.17
"336721"	"tcruzi-mutagenesis-scan-8686"	28666.52	19634.95
"336722"	"tcruzi-mutagenesis-scan-8687"	11408.03	8897.87
"336723"	"tcruzi-mutagenesis-scan-8688"	27968.63	22398.23
"336724"	"tcruzi-mutagenesis-scan-8689"	22812.67	20781.72
"336914"	"tcruzi-mutagenesis-scan-8879"	33195.98	25511.28
"336928"	"tcruzi-mutagenesis-scan-8893"	29563.54	23101.26
"336929"	"tcruzi-mutagenesis-scan-8894"	30672.75	27055.12
"336930"	"tcruzi-mutagenesis-scan-8895"	22431.53	17776.56
"336931"	"tcruzi-mutagenesis-scan-8896"	26923.56	24673.56
"336932"	"tcruzi-mutagenesis-scan-8897"	22658.24	20322.55
"336933"	"tcruzi-mutagenesis-scan-8898"	32026.74	24418.56
"336934"	"tcruzi-mutagenesis-scan-8899"	1960.61	1380
"336935"	"tcruzi-mutagenesis-scan-8900"	542.76	429.39
"336936"	"tcruzi-mutagenesis-scan-8901"	29833.06	23846.51
"336937"	"tcruzi-mutagenesis-scan-8902"	29008.51	22312.56
"336938"	"tcruzi-mutagenesis-scan-8903"	6622.12	6437.95
"336939"	"tcruzi-mutagenesis-scan-8904"	22967.9	18620.07
"336940"	"tcruzi-mutagenesis-scan-8905"	16715.09	11942.55
"341015"	"tcruzi-mutagenesis-scan-12980"	37566.02	27252.41
"341016"	"tcruzi-mutagenesis-scan-12981"	31961.77	24966.62
"341084"	"tcruzi-mutagenesis-scan-13049"	32808.3	23988
"341085"	"tcruzi-mutagenesis-scan-13050"	30871.4	27089.43
"341138"	"tcruzi-mutagenesis-scan-13103"	38830.58	29255.73
"341139"	"tcruzi-mutagenesis-scan-13104"	37271.41	27936.23
"341140"	"tcruzi-mutagenesis-scan-13105"	5323.9	3384.23
"341141"	"tcruzi-mutagenesis-scan-13106"	5194.4	2982.22
"341142"	"tcruzi-mutagenesis-scan-13107"	1467.06	580.44
"341143"	"tcruzi-mutagenesis-scan-13108"	916.24	439.19
"341144"	"tcruzi-mutagenesis-scan-13109"	32408.77	25095.05
"341145"	"tcruzi-mutagenesis-scan-13110"	33602.84	26693.81
"341146"	"tcruzi-mutagenesis-scan-13111"	35576.91	24407.48
"341147"	"tcruzi-mutagenesis-scan-13112"	36658.43	30363.64
"341148"	"tcruzi-mutagenesis-scan-13113"	35984.34	27475.29
"341149"	"tcruzi-mutagenesis-scan-13114"	34509.24	27659.77
"341150"	"tcruzi-mutagenesis-scan-13115"	41529.89	29703.37
"341151"	"tcruzi-mutagenesis-scan-13116"	42536.19	28152.1
"341152"	"tcruzi-mutagenesis-scan-13117"	36744.59	26573.86
"341153"	"tcruzi-mutagenesis-scan-13118"	37850.69	29466.16
"341154"	"tcruzi-mutagenesis-scan-13119"	35810.43	27253.75
"341155"	"tcruzi-mutagenesis-scan-13120"	11992.49	8989.71
"341156"	"tcruzi-mutagenesis-scan-13121"	13597.67	9911.18
"341157"	"tcruzi-mutagenesis-scan-13122"	30445.84	22041.57
"341158"	"tcruzi-mutagenesis-scan-13123"	25414.01	19518.43
"341159"	"tcruzi-mutagenesis-scan-13124"	24373.24	18163.46
"341160"	"tcruzi-mutagenesis-scan-13125"	23502.32	18428.77
"341666"	"tcruzi-mutagenesis-scan-13631"	30978.74	23505.62
"341667"	"tcruzi-mutagenesis-scan-13632"	27462.3	20701.66
"341842"	"tcruzi-mutagenesis-scan-13807"	29169.92	23726.55
