"Reporter.Name"	"allData.replica1"	"allData.replica2"
"20624"	"tcruzi-10754"	61212.63	42099.47
"20627"	"tcruzi-10757"	61342.58	42794.39
"29784"	"tcruzi-19914"	63348.9	50597.06
"54630"	"tcruzi-44760"	61794.56	49787.93
"54667"	"tcruzi-44797"	65536	49310.4
"54669"	"tcruzi-44799"	64176.62	46187.37
"58799"	"tcruzi-48929"	62465.87	42130.41
"93031"	"tcruzi-83161"	60397.39	45848.73
"93035"	"tcruzi-83165"	59479.52	52749.87
"93036"	"tcruzi-83166"	65086.74	50343.45
"93037"	"tcruzi-83167"	60287.65	46184.07
"101633"	"tcruzi-91763"	64096.31	39420.35
"101642"	"tcruzi-91772"	62163.76	42252.67
"114065"	"tcruzi-104195"	65461.25	39426.25
"114069"	"tcruzi-104199"	59952.22	43885.66
"114071"	"tcruzi-104201"	63151.68	45068.84
"147879"	"tcruzi-138009"	40111.43	24505.25
"148392"	"tcruzi-138522"	48991.4	31564.76
"148395"	"tcruzi-138525"	46160.9	32650.52
"198629"	"tcruzi-188759"	59892.26	50041.73
"201635"	"tcruzi-191765"	62655.37	54092.78
"201639"	"tcruzi-191769"	61991.14	50609.86
"201640"	"tcruzi-191770"	59882.92	45855.18
"207533"	"tcruzi-197663"	60061.5	45784.37
"207536"	"tcruzi-197666"	63734.06	49293.03
"207537"	"tcruzi-197667"	63584.9	52212.54
"208007"	"tcruzi-198137"	64139.79	53913.03
"208010"	"tcruzi-198140"	61864.93	52155.7
"208011"	"tcruzi-198141"	59855.69	46097.34
"211983"	"tcruzi-202113"	63434.22	49549.72
"224171"	"tcruzi-214301"	65515.11	45805.97
"241302"	"tcruzi-231432"	55495.11	34423.73
"263876"	"tcruzi-254006"	65536	47928.23
"328349"	"tcruzi-mutagenesis-scan-314"	63294.6	41910.81
"329582"	"tcruzi-mutagenesis-scan-1547"	61776.41	44328.06
"330700"	"tcruzi-mutagenesis-scan-2665"	64459.59	46973.87
"330701"	"tcruzi-mutagenesis-scan-2666"	61654.83	56014.32
"330792"	"tcruzi-mutagenesis-scan-2757"	42198.55	29447.17
"330827"	"tcruzi-mutagenesis-scan-2792"	61412.4	41362.02
"330829"	"tcruzi-mutagenesis-scan-2794"	61765.95	36425.38
"330830"	"tcruzi-mutagenesis-scan-2795"	61439.03	38883.8
"330831"	"tcruzi-mutagenesis-scan-2796"	56581.62	33561.27
"330832"	"tcruzi-mutagenesis-scan-2797"	60187.09	39009.73
"330833"	"tcruzi-mutagenesis-scan-2798"	57371.79	38213.31
"330834"	"tcruzi-mutagenesis-scan-2799"	54181.16	37159.05
"330835"	"tcruzi-mutagenesis-scan-2800"	15223.67	15137.4
"330836"	"tcruzi-mutagenesis-scan-2801"	9889.03	7000.55
"330837"	"tcruzi-mutagenesis-scan-2802"	41153.15	31294.1
"330838"	"tcruzi-mutagenesis-scan-2803"	59521.77	40783.98
"330839"	"tcruzi-mutagenesis-scan-2804"	60243.27	35896.96
"331106"	"tcruzi-mutagenesis-scan-3071"	64626.25	58787.91
"331107"	"tcruzi-mutagenesis-scan-3072"	61794.3	46790.07
"331705"	"tcruzi-mutagenesis-scan-3670"	49079.82	29453.79
"332770"	"tcruzi-mutagenesis-scan-4735"	60718.07	50275.55
"332982"	"tcruzi-mutagenesis-scan-4947"	64165.52	44213.58
"332983"	"tcruzi-mutagenesis-scan-4948"	61387.9	46425.95
"332987"	"tcruzi-mutagenesis-scan-4952"	65337.96	54868.13
"332988"	"tcruzi-mutagenesis-scan-4953"	64215.48	49991.16
"333436"	"tcruzi-mutagenesis-scan-5401"	64536.08	54922.67
"333437"	"tcruzi-mutagenesis-scan-5402"	63592.4	56109.33
"333834"	"tcruzi-mutagenesis-scan-5799"	52351.24	28058.27
"334221"	"tcruzi-mutagenesis-scan-6186"	62183.15	51392.77
"336209"	"tcruzi-mutagenesis-scan-8174"	60180.75	46742.43
"336210"	"tcruzi-mutagenesis-scan-8175"	61228.31	47604.42
"336700"	"tcruzi-mutagenesis-scan-8665"	64366.94	45647.55
"336714"	"tcruzi-mutagenesis-scan-8679"	59225.58	45334.76
"336715"	"tcruzi-mutagenesis-scan-8680"	64482.26	44510.19
"336716"	"tcruzi-mutagenesis-scan-8681"	60651.91	50335.52
"336717"	"tcruzi-mutagenesis-scan-8682"	60724.88	43777.76
"336718"	"tcruzi-mutagenesis-scan-8683"	64790.87	47796.23
"336719"	"tcruzi-mutagenesis-scan-8684"	45281.54	31604.62
"336720"	"tcruzi-mutagenesis-scan-8685"	19063.35	14362.27
"336721"	"tcruzi-mutagenesis-scan-8686"	59139.16	34867.74
"336722"	"tcruzi-mutagenesis-scan-8687"	64694.28	39424.22
"336723"	"tcruzi-mutagenesis-scan-8688"	63264.38	45874.9
"336724"	"tcruzi-mutagenesis-scan-8689"	63123.6	39510.23
"336914"	"tcruzi-mutagenesis-scan-8879"	61520.54	43845.17
"336928"	"tcruzi-mutagenesis-scan-8893"	57709.73	43766
"336929"	"tcruzi-mutagenesis-scan-8894"	63622.21	47053.23
"336930"	"tcruzi-mutagenesis-scan-8895"	62389.81	39015.27
"336931"	"tcruzi-mutagenesis-scan-8896"	63200.56	45058.72
"336932"	"tcruzi-mutagenesis-scan-8897"	61813.66	37558.69
