"Reporter.Name"	"allData.replica1"	"allData.replica2"
"10013"	"tcruzi-143"	1417.62	1926
"10130"	"tcruzi-260"	6292.34	76.1
"10141"	"tcruzi-271"	1826.47	425.95
"10236"	"tcruzi-366"	2276.49	4300.18
"10723"	"tcruzi-853"	4557.85	121.95
"10725"	"tcruzi-855"	3429.6	764.82
"10741"	"tcruzi-871"	1836.63	178.77
"10756"	"tcruzi-886"	3311.85	298.21
"10759"	"tcruzi-889"	15415.63	99.5
"10760"	"tcruzi-890"	10045.45	141.2
"10778"	"tcruzi-908"	4109.79	100.16
"10779"	"tcruzi-909"	3117.86	329.31
"10785"	"tcruzi-915"	3056.23	4410.07
"11029"	"tcruzi-1159"	322.86	287.29
"11109"	"tcruzi-1239"	13953.68	10249.43
"11194"	"tcruzi-1324"	462.43	583.62
"11472"	"tcruzi-1602"	3022.25	1838.63
"11473"	"tcruzi-1603"	4354.4	2287.07
"11474"	"tcruzi-1604"	2730.66	3943.16
"11475"	"tcruzi-1605"	870.17	145.39
"11524"	"tcruzi-1654"	345.2	201.98
"11535"	"tcruzi-1665"	380.48	313.94
"11724"	"tcruzi-1854"	409.99	497.19
"12045"	"tcruzi-2175"	449.41	503.19
"12122"	"tcruzi-2252"	2299.08	1052.36
"12123"	"tcruzi-2253"	2373.99	1383.91
"12125"	"tcruzi-2255"	2640.83	2544.17
"12656"	"tcruzi-2786"	6174.11	79.64
"12657"	"tcruzi-2787"	3840.24	194.97
"12667"	"tcruzi-2797"	6975.84	1247.26
"12668"	"tcruzi-2798"	210.32	275.52
"12677"	"tcruzi-2807"	18652.18	3371.61
"12678"	"tcruzi-2808"	6122.38	790.35
"12679"	"tcruzi-2809"	9137.27	6166.5
"12680"	"tcruzi-2810"	1746.38	842.44
"12681"	"tcruzi-2811"	2080.63	2968.32
"12682"	"tcruzi-2812"	674.81	241.62
"12683"	"tcruzi-2813"	923.64	666.15
"12716"	"tcruzi-2846"	5501.43	519.57
"12717"	"tcruzi-2847"	1450.22	614.46
"12718"	"tcruzi-2848"	967.66	504.61
"12731"	"tcruzi-2861"	5238.48	1061.8
